cleaned_comment,label,clean_text,clean_text_expanded
"Kenapa pemerintah bisa kecolongan ada yayasan yg ga punya dapur. Pdhal syarat utama yayasan hrus punya dapur Lagian anggaran mepet banget, masih aja banyak sub sub vendor, ujung2nya yg rugi anak2",0,kenapa pemerintah bisa kecolongan ada yayasan yg ga punya dapur pdhal syarat utama yayasan hrus punya dapur lagian anggaran mepet banget masih aja banyak sub sub vendor ujung2nya yg rugi anak2,kenapa pemerintah bisa kecolongan ada yayasan yang tidak punya dapur pdhal syarat utama yayasan hrus punya dapur lagian anggaran mepet banget masih aja banyak sub sub vendor ujung2nya yang rugi anak2
"bongkar aja, makelar berkedok yayasan, mitra harus langsung tangan pertama program MBG, hapuskan sistem subkon. woi nama yayasannya apa ini kok asu. hukuman mati aja nih orang2 yayasan. woi BGN ngapain pake yayasan blok.",0,bongkar aja makelar berkedok yayasan mitra harus langsung tangan pertama program mbg hapuskan sistem subkon woi nama yayasannya apa ini kok asu hukuman mati aja nih orang2 yayasan woi bgn ngapain pake yayasan blok,bongkar aja makelar berkedok yayasan mitra harus langsung tangan pertama program mbg hapuskan sistem subkon woi nama yayasannya apa ini kok asu hukuman mati aja nih orang2 yayasan woi bgn ngapain pake yayasan blok
paling bener mah udah ksh aja duit ke ibu nya suruh masak di rumah biar kakak atau adiknya juga bs ikut makan.jangan jadi proyek bancakan,0,paling bener mah udah ksh aja duit ke ibu nya suruh masak di rumah biar kakak atau adiknya juga bs ikut makanjangan jadi proyek bancakan,paling bener mah udah ksh aja duit ke ibu nya suruh masak di rumah biar kakak atau adiknya juga bs ikut makanjangan jadi proyek bancakan
"Harusnya yayasan yg kerja, jangan cuma dpt order lalu disubkontrakkan lagi ke pihak ke 3",0,harusnya yayasan yg kerja jangan cuma dpt order lalu disubkontrakkan lagi ke pihak ke 3,harusnya yayasan yang kerja jangan cuma dpt order lalu disubkontrakkan lagi ke pihak ke 3
Yaaaa.....ide muluk2......tapi okelah kita anggap positif.....tapi bagian pelaksananya.....amburadul......karena tidak dilindungi dengan regulasi yg jelasss......akhrinya nama baik presiden dipertaruhkan........,0,yaaaaide muluk2tapi okelah kita anggap positiftapi bagian pelaksananyaamburadulkarena tidak dilindungi dengan regulasi yg jelasssakhrinya nama baik presiden dipertaruhkan,yaaaaide muluk2tapi okelah kita anggap positiftapi bagian pelaksananyaamburadulkarena tidak dilindungi dengan regulasi yang jelasssakhrinya nama baik presiden dipertaruhkan
"makanan apa yg 1015rb bergizi, ada daging sapi?? ikan2 an?? buah sayur??? ? ayam???",0,makanan apa yg 1015rb bergizi ada daging sapi ikan2 an buah sayur  ayam,makanan apa yang 1015rb bergizi ada daging sapi ikan2 an buah sayur ayam
bukan rahasia umum kalau jadi vendor pemerintah suka gitu model2 mahkluknya punya karakter yg 11 12 ama mahkluk dunia lain yg namanya Tuyul,0,bukan rahasia umum kalau jadi vendor pemerintah suka gitu model2 mahkluknya punya karakter yg 11 12 ama mahkluk dunia lain yg namanya tuyul,bukan rahasia umum kalau jadi vendor pemerintah suka gitu model2 mahkluknya punya karakter yang 11 12 ama mahkluk dunia lain yang namanya tuyul
Mainan untuk timsukses ini,0,mainan untuk timsukses ini,mainan untuk timsukses ini
Next cuan di koperasi merah putih.. buat intimidasi desa jaga2 pemilu 2030,0,next cuan di koperasi merah putih buat intimidasi desa jaga2 pemilu 2030,next cuan di koperasi merah putih buat intimidasi desa jaga2 pemilu 2030
Dari awal sepertinya klien anda hanya dijadikan sapi perah saja oleh oknum yayasan. Jangan heran kasus nya ujungnya antiklimaks karena beking di balik yayasan .... hmmmm ngeri2 sedap coy.,0,dari awal sepertinya klien anda hanya dijadikan sapi perah saja oleh oknum yayasan jangan heran kasus nya ujungnya antiklimaks karena beking di balik yayasan  hmmmm ngeri2 sedap coy,dari awal sepertinya klien anda hanya dijadikan sapi perah saja oleh oknum yayasan jangan heran kasus nya ujungnya antiklimaks karena beking di balik yayasan hmmmm ngeri2 sedap coy
"Kebiasaan konoha birokrasi crut marut, g bljar dr pnglmn . Ttp pda slogan klo Bsa di persulit ngapain di permudah.",0,kebiasaan konoha birokrasi crut marut g bljar dr pnglmn  ttp pda slogan klo bsa di persulit ngapain di permudah,kebiasaan konoha birokrasi crut marut g bljar dr pnglmn ttp pda slogan klo bsa di persulit ngapain di permudah
"jadi itu kontraknya banyak loophole, ternyata tho..",0,jadi itu kontraknya banyak loophole ternyata tho,jadi itu kontraknya banyak loophole ternyata tho
"congrats yah, para pendukung oke gass oke gass",0,congrats yah para pendukung oke gass oke gass,congrats yah para pendukung oke gass oke gass
Yayasan Parjo bukan?,0,yayasan parjo bukan,yayasan parjo bukan
anak sekarang enak bisa makan gratiss tpi di saat mereka dewasa mereka yng membayar hutang negara wkwkwkkw,0,anak sekarang enak bisa makan gratiss tpi di saat mereka dewasa mereka yng membayar hutang negara wkwkwkkw,anak sekarang enak bisa makan gratiss tpi di saat mereka dewasa mereka yng membayar hutang negara wkwkwkkw
Baru bulan 4 tahun 2025 loh ini... Apa kabar nanti tahun 2029????,0,baru bulan 4 tahun 2025 loh ini apa kabar nanti tahun 2029,baru bulan 4 tahun 2025 loh ini apa kabar nanti tahun 2029
Kebanyakan middleman buat di korup wkwk,0,kebanyakan middleman buat di korup wkwk,kebanyakan middleman buat di korup wkwk
Negara kita isinya preman ..,0,negara kita isinya preman,negara kita isinya preman
isi yayasannya ormas,0,isi yayasannya ormas,isi yayasannya ormas
"skill tikus2 nggak lain dan nggak jauh yaitu contoh beli barang 10,000 ditulis di nota 17,000",0,skill tikus2 nggak lain dan nggak jauh yaitu contoh beli barang 10000 ditulis di nota 17000,skill tikus2 nggak lain dan nggak jauh yaitu contoh beli barang 10000 ditulis di nota 17000
"Sunatan banyak,korupsi mulai dr akar. Khas indonesia banget. Mana bisa jalan semua kalo semua kaya gini cara kerjanya",0,sunatan banyakkorupsi mulai dr akar khas indonesia banget mana bisa jalan semua kalo semua kaya gini cara kerjanya,sunatan banyakkorupsi mulai dr akar khas indonesia banget mana bisa jalan semua kalo semua kaya gini cara kerjanya
Ini calo tukang sunat berkedok yayasan namanya...,0,ini calo tukang sunat berkedok yayasan namanya,ini calo tukang sunat berkedok yayasan namanya
Kenapa nga langsung ke dapurnya aja? Apa gunanya BGN itu kalau begitu? Yayasannya guna apa kalau semua dapur yang ngerjain? bau bau nga jelas ini,0,kenapa nga langsung ke dapurnya aja apa gunanya bgn itu kalau begitu yayasannya guna apa kalau semua dapur yang ngerjain bau bau nga jelas ini,kenapa nga langsung ke dapurnya aja apa gunanya bgn itu kalau begitu yayasannya guna apa kalau semua dapur yang ngerjain bau bau nga jelas ini
"Ini yang disebut pemerintah berbisnis dengan rakyatnya,",0,ini yang disebut pemerintah berbisnis dengan rakyatnya,ini yang disebut pemerintah berbisnis dengan rakyatnya
Dari awal program makan gratis ini dicetuskan udah bakalan yakin sih akan bermasalah dan kurang berguna menurutku.,0,dari awal program makan gratis ini dicetuskan udah bakalan yakin sih akan bermasalah dan kurang berguna menurutku,dari awal program makan gratis ini dicetuskan udah bakalan yakin sih akan bermasalah dan kurang berguna menurutku
"maaf ini hostnya gak riset dulu ?? cari info apa trendingnya.. kok kaya orang gak menguasai materi, pak dadan gak tahu, mungkin kedepan riset dulu y",0,maaf ini hostnya gak riset dulu  cari info apa trendingnya kok kaya orang gak menguasai materi pak dadan gak tahu mungkin kedepan riset dulu y,maaf ini hostnya tidak riset dulu cari info apa trendingnya kok kaya orang tidak menguasai materi pak dadan tidak tahu mungkin kedepan riset dulu y
Udah nonton sampe akhir tapi masih belum sepenuhnya paham. Next deh kalo ada waktu lg gw nonton ini lg.,0,udah nonton sampe akhir tapi masih belum sepenuhnya paham next deh kalo ada waktu lg gw nonton ini lg,udah nonton sampe akhir tapi masih belum sepenuhnya paham next deh kalo ada waktu lg gw nonton ini lg
"Masih ada aja yg mau berbisnis dengan Negara ,. lihat brp bnyk utang BUMN ke kontraktor swasta yg ga dibayar2.",0,masih ada aja yg mau berbisnis dengan negara  lihat brp bnyk utang bumn ke kontraktor swasta yg ga dibayar2,masih ada aja yang mau berbisnis dengan negara lihat brp bnyk utang bumn ke kontraktor swasta yang tidak dibayar2
Transparansi nya tidak jelas,0,transparansi nya tidak jelas,transparansi nya tidak jelas
"Bravo memang, Bejatnya bukan hanya mendarah daging, tapi sudah sampai ke sumsum tulang.. Bravo",0,bravo memang bejatnya bukan hanya mendarah daging tapi sudah sampai ke sumsum tulang bravo,bravo memang bejatnya bukan hanya mendarah daging tapi sudah sampai ke sumsum tulang bravo
buat pusing saja . ganti saja hapus semua program mbg . ganti saja untuk bayar uang sekolah anak . kalau seorang anak mbg dapat 10ribu sampai 15ribu . langsung saja potong uang sekolah berapa sehari . kalau kurang orang tua tinggal tambah kekurangannya . kalau lebih bagikan uangnya ke orang tua untuk tambahan makan sekeluarga . beres cepat . simpel . tidak perlu terlalu pusing lagi,0,buat pusing saja  ganti saja hapus semua program mbg  ganti saja untuk bayar uang sekolah anak  kalau seorang anak mbg dapat 10ribu sampai 15ribu  langsung saja potong uang sekolah berapa sehari  kalau kurang orang tua tinggal tambah kekurangannya  kalau lebih bagikan uangnya ke orang tua untuk tambahan makan sekeluarga  beres cepat  simpel  tidak perlu terlalu pusing lagi,buat pusing saja ganti saja hapus semua program mbg ganti saja untuk bayar uang sekolah anak kalau seorang anak mbg dapat 10ribu sampai 15ribu langsung saja potong uang sekolah berapa sehari kalau kurang orang tua tinggal tambah kekurangannya kalau lebih bagikan uangnya ke orang tua untuk tambahan makan sekeluarga beres cepat simpel tidak perlu terlalu pusing lagi
Akan anjing gratis buat pejabat dolo,0,akan anjing gratis buat pejabat dolo,akan anjing gratis buat pejabat dolo
program omon omon,0,program omon omon,program omon omon
Jaman Mulyono yg jadi korban Vendor BUMN karya! Sekarang korbannya Vendor katering! Selalu bermasalah!,0,jaman mulyono yg jadi korban vendor bumn karya sekarang korbannya vendor katering selalu bermasalah,jaman mulyono yang jadi korban vendor bumn karya sekarang korbannya vendor katering selalu bermasalah
"Susah bgt bilangin org,jgn pernah berbisnis dgn pemerintah...ga bakal di bayar",0,susah bgt bilangin orgjgn pernah berbisnis dgn pemerintahga bakal di bayar,susah banget bilangin orgjgn pernah berbisnis dgn pemerintahga bakal di bayar
Niat balikin 1 M jadi habis lagi 2 M dong ?,0,niat balikin 1 m jadi habis lagi 2 m dong,niat balikin 1 m jadi habis lagi 2 m dong
"buat apa yayasan, mending langsung di salurin ke pelaksana apa ini yg di sebut korupsi secara halus?",0,buat apa yayasan mending langsung di salurin ke pelaksana apa ini yg di sebut korupsi secara halus,buat apa yayasan mending langsung di salurin ke pelaksana apa ini yang di sebut korupsi secara halus
"Ngeri ya!! Kalo menurut cerita si kawan ini, program presiden saja berani mereka otak atik. Ngeri",0,ngeri ya kalo menurut cerita si kawan ini program presiden saja berani mereka otak atik ngeri,ngeri ya kalo menurut cerita si kawan ini program presiden saja berani mereka otak atik ngeri
Seharusnya orangorang cerdas seperti ini ditarik menjadi tim pemerintahan yang bebas dari utang dan balas budi politik.,0,seharusnya orangorang cerdas seperti ini ditarik menjadi tim pemerintahan yang bebas dari utang dan balas budi politik,seharusnya orangorang cerdas seperti ini ditarik menjadi tim pemerintahan yang bebas dari utang dan balas budi politik
"Yayasan ini bukannya nonprofit ya, kok minta fee dari client",0,yayasan ini bukannya nonprofit ya kok minta fee dari client,yayasan ini bukannya nonprofit ya kok minta fee dari client
"Paham gak, yg akhirnya MAKANAN nya BERGIZI dan GRATIS bukanlah anak2, tapi mereka2 ......",0,paham gak yg akhirnya makanan nya bergizi dan gratis bukanlah anak2 tapi mereka2,paham tidak yang akhirnya makanan nya bergizi dan gratis bukanlah anak2 tapi mereka2
jangan pernah berbisnis sama pemerintah,0,jangan pernah berbisnis sama pemerintah,jangan pernah berbisnis sama pemerintah
"Memaksakan MBG dan sekolah rakyat, sementara anak sekolah di desa banyak yg nggak bisa beli sepatu, celana dan baju kekecilan karena pakai yg dulu , tidak berdasi, tidak punya ikat pinggang, dan tidak mampu beli topi. Sekolah juga banyak yg bangunanya tidak layak. I mean ayolah, sejak SD juga sdh diajarkan jgn besar pasak dprd tiang, kalau memang nggak mampu MBG, anggaran dipakai buat sesuatu yg bisa dimaksimalkan dulu",0,memaksakan mbg dan sekolah rakyat sementara anak sekolah di desa banyak yg nggak bisa beli sepatu celana dan baju kekecilan karena pakai yg dulu  tidak berdasi tidak punya ikat pinggang dan tidak mampu beli topi sekolah juga banyak yg bangunanya tidak layak i mean ayolah sejak sd juga sdh diajarkan jgn besar pasak dprd tiang kalau memang nggak mampu mbg anggaran dipakai buat sesuatu yg bisa dimaksimalkan dulu,memaksakan mbg dan sekolah rakyat sementara anak sekolah di desa banyak yang nggak bisa beli sepatu celana dan baju kekecilan karena pakai yang dulu tidak berdasi tidak punya ikat pinggang dan tidak mampu beli topi sekolah juga banyak yang bangunanya tidak layak i mean ayolah sejak sd juga sudah diajarkan jgn besar pasak dprd tiang kalau memang nggak mampu mbg anggaran dipakai buat sesuatu yang bisa dimaksimalkan dulu
"kalau memang mau bantu anak kelaparan, kasih ke emaknya saja, biar emaknya yang masak, bukan cuma anaknya yang bisa makan emak dan keluarga juga bisa makan jadinya. Sunat2 KPK melempem, jaksa agung berani tidak usut...",0,kalau memang mau bantu anak kelaparan kasih ke emaknya saja biar emaknya yang masak bukan cuma anaknya yang bisa makan emak dan keluarga juga bisa makan jadinya sunat2 kpk melempem jaksa agung berani tidak usut,kalau memang mau bantu anak kelaparan kasih ke emaknya saja biar emaknya yang masak bukan cuma anaknya yang bisa makan emak dan keluarga juga bisa makan jadinya sunat2 kpk melempem jaksa agung berani tidak usut
"Menu nasi telor tahu tanpa susu tiap hari,kadang makanan bau dan basi...ini makanan apa? Tolong dicek dilapangan...bukan nya mbg malah bikin sakit perut...ortu was was ama menu mbg",0,menu nasi telor tahu tanpa susu tiap harikadang makanan bau dan basiini makanan apa tolong dicek dilapanganbukan nya mbg malah bikin sakit perutortu was was ama menu mbg,menu nasi telor tahu tanpa susu tiap harikadang makanan bau dan basiini makanan apa tolong dicek dilapanganbukan nya mbg malah bikin sakit perutortu was was ama menu mbg
I love prabowo. Prabo eskolbar,0,i love prabowo prabo eskolbar,i love prabowo prabo eskolbar
"lewat yayasan, tapi yayasan ini dicari websitenya pun tidak ketemu. dicari siapa yang punya yayasan pun tidak mudah. pertanyaannya kenapa yayasan yang tidak jelas seperti ini bisa terpilih?",0,lewat yayasan tapi yayasan ini dicari websitenya pun tidak ketemu dicari siapa yang punya yayasan pun tidak mudah pertanyaannya kenapa yayasan yang tidak jelas seperti ini bisa terpilih,lewat yayasan tapi yayasan ini dicari websitenya pun tidak ketemu dicari siapa yang punya yayasan pun tidak mudah pertanyaannya kenapa yayasan yang tidak jelas seperti ini bisa terpilih
Mana kata luhut negara lain mau belajar dari MBG . Luhut tukang tipu. Apa jgn jgn benar negara lain mau belajar maksudnya mau cari tahu ini pejabatnya korup nya gimana tipis gitu anggarannya Ternyata ngibulin rakyat sendiri,0,mana kata luhut negara lain mau belajar dari mbg  luhut tukang tipu apa jgn jgn benar negara lain mau belajar maksudnya mau cari tahu ini pejabatnya korup nya gimana tipis gitu anggarannya ternyata ngibulin rakyat sendiri,mana kata luhut negara lain mau belajar dari mbg luhut tukang tipu apa jgn jgn benar negara lain mau belajar maksudnya mau cari tahu ini pejabatnya korup nya gimana tipis gitu anggarannya ternyata ngibulin rakyat sendiri
Yayasan yayasan,0,yayasan yayasan,yayasan yayasan
"Zaman Belanda, Belanda membayar program yang dikerjakan oleh pribumi, tetapi uang pembangunan ditilep oleh kepala daerahpejabat Zaman merdeka, anggaran ada, rakyat bekerja, eh tidak dibayar Zaman sudah maju, internet berkembang, sedikit2 viral tetap susah meminta HAK rakyat Ndak kebayang zaman dulu yang belum ada apa2nya Wajar saja rakyat Indonesia dari dulu sampai sekarang menderita",0,zaman belanda belanda membayar program yang dikerjakan oleh pribumi tetapi uang pembangunan ditilep oleh kepala daerahpejabat zaman merdeka anggaran ada rakyat bekerja eh tidak dibayar zaman sudah maju internet berkembang sedikit2 viral tetap susah meminta hak rakyat ndak kebayang zaman dulu yang belum ada apa2nya wajar saja rakyat indonesia dari dulu sampai sekarang menderita,zaman belanda belanda membayar program yang dikerjakan oleh pribumi tetapi uang pembangunan ditilep oleh kepala daerahpejabat zaman merdeka anggaran ada rakyat bekerja eh tidak dibayar zaman sudah maju internet berkembang sedikit2 viral tetap susah meminta hak rakyat ndak kebayang zaman dulu yang belum ada apa2nya wajar saja rakyat indonesia dari dulu sampai sekarang menderita
Harusnya jangan dengan yayasan. Lebih baik berbadan pt saja jadi jelas akuntabilitas. Dan pihak berkerja sama wajib teraudit pihak ketiga. Jadi jelas juga Yayasan untuk apa lagi kecuali program ini dari sumbangan bukan dr apbn negara full,0,harusnya jangan dengan yayasan lebih baik berbadan pt saja jadi jelas akuntabilitas dan pihak berkerja sama wajib teraudit pihak ketiga jadi jelas juga yayasan untuk apa lagi kecuali program ini dari sumbangan bukan dr apbn negara full,harusnya jangan dengan yayasan lebih baik berbadan pt saja jadi jelas akuntabilitas dan pihak berkerja sama wajib teraudit pihak ketiga jadi jelas juga yayasan untuk apa lagi kecuali program ini dari sumbangan bukan dr apbn negara full
Udah pasti cara cara seperti ini dapur yg jadi korban...,0,udah pasti cara cara seperti ini dapur yg jadi korban,udah pasti cara cara seperti ini dapur yang jadi korban
"Pokoknya swasta urusan sama proyeknya pemerintah, siapsiap aja merugi. Manusianya kebanyakan setengah baphomet.",0,pokoknya swasta urusan sama proyeknya pemerintah siapsiap aja merugi manusianya kebanyakan setengah baphomet,pokoknya swasta urusan sama proyeknya pemerintah siapsiap aja merugi manusianya kebanyakan setengah baphomet
"Kalo yg udah biasa proyekan pemerintah mah dari awal udah ga make sense dibudgetin 15k per porsi, karena potongan pemerintah itu macam2, belum berkas administrasinya tau kan pemerintah apa2 harus administratif, nah itu kan perlu cost juga, belum transportasinya, dll Jadi dari awal udah gak masuk di akal, karena 15k itu mestinya bersih budget makan ga dengan ina inu nya.. Org yg modalin pekerjaan juga menurut saya wajar ingin profit, kalo harus pake bendera pun entah yayasan atau ptcv swasta, mereka pasti punya cost perusahaan SDMnya lah, dll.. Jadi memang dari awal si 15k itu ga masuk akal sama sekali. Kejelimetan ini mestinya udah ga usah kaget, emang bodoh aja mau2 ambil kerjaan ini.",0,kalo yg udah biasa proyekan pemerintah mah dari awal udah ga make sense dibudgetin 15k per porsi karena potongan pemerintah itu macam2 belum berkas administrasinya tau kan pemerintah apa2 harus administratif nah itu kan perlu cost juga belum transportasinya dll jadi dari awal udah gak masuk di akal karena 15k itu mestinya bersih budget makan ga dengan ina inu nya org yg modalin pekerjaan juga menurut saya wajar ingin profit kalo harus pake bendera pun entah yayasan atau ptcv swasta mereka pasti punya cost perusahaan sdmnya lah dll jadi memang dari awal si 15k itu ga masuk akal sama sekali kejelimetan ini mestinya udah ga usah kaget emang bodoh aja mau2 ambil kerjaan ini,kalo yang udah biasa proyekan pemerintah mah dari awal udah tidak make sense dibudgetin 15k per porsi karena potongan pemerintah itu macam2 belum berkas administrasinya tau kan pemerintah apa2 harus administratif nah itu kan perlu cost juga belum transportasinya dll jadi dari awal udah tidak masuk di akal karena 15k itu mestinya bersih budget makan tidak dengan ina inu nya org yang modalin pekerjaan juga menurut saya wajar ingin profit kalo harus pake bendera pun entah yayasan atau ptcv swasta mereka pasti punya cost perusahaan sdmnya lah dll jadi memang dari awal si 15k itu tidak masuk akal sama sekali kejelimetan ini mestinya udah tidak usah kaget emang bodoh aja mau2 ambil kerjaan ini
Dimana ada anggaran besar disitu tikus tikus rakus bermunculan ..,0,dimana ada anggaran besar disitu tikus tikus rakus bermunculan,dimana ada anggaran besar disitu tikus tikus rakus bermunculan
"Ngeri, niatnya pihak ketiga mendukung program BGN malah pakai yayasan yang jadi sarang calo",0,ngeri niatnya pihak ketiga mendukung program bgn malah pakai yayasan yang jadi sarang calo,ngeri niatnya pihak ketiga mendukung program bgn malah pakai yayasan yang jadi sarang calo
"jadi letak masalah dari podcast ini adalah Yayasan, dan Tempo juga bilang Yayasan yang disusupin orang politik. Kaboom!",0,jadi letak masalah dari podcast ini adalah yayasan dan tempo juga bilang yayasan yang disusupin orang politik kaboom,jadi letak masalah dari podcast ini adalah yayasan dan tempo juga bilang yayasan yang disusupin orang politik kaboom
"Yayasan kok bikin ribet Coba satu sekolah di cakup satu dapur , gak usah lewat yayasan",0,yayasan kok bikin ribet coba satu sekolah di cakup satu dapur  gak usah lewat yayasan,yayasan kok bikin ribet coba satu sekolah di cakup satu dapur tidak usah lewat yayasan
Kunci jgn berbisnis sama pemerintah Indonesia,0,kunci jgn berbisnis sama pemerintah indonesia,kunci jgn berbisnis sama pemerintah indonesia
Yo iki pek en. PANGAN AMAN NEGARA AMAN,0,yo iki pek en pangan aman negara aman,yo iki pek en pangan aman negara aman
ayo blow up terus kasus ini,0,ayo blow up terus kasus ini,ayo blow up terus kasus ini
Program mirip Proyek............,0,program mirip proyek,program mirip proyek
"Kerennnn pengacara Dana , lanjuttttttt",0,kerennnn pengacara dana  lanjuttttttt,kerennnn pengacara dana lanjuttttttt
ini program presiden jadi begini kalau benar sangat Memalukan.,0,ini program presiden jadi begini kalau benar sangat memalukan,ini program presiden jadi begini kalau benar sangat memalukan
Elu tagih ke Prabowo dan Gibran.....ini tanggung jawab program mereka ....,0,elu tagih ke prabowo dan gibranini tanggung jawab program mereka,elu tagih ke prabowo dan gibranini tanggung jawab program mereka
wah... MBG jadi bancakan korupsi... ancurrr,0,wah mbg jadi bancakan korupsi ancurrr,wah mbg jadi bancakan korupsi ancurrr
ah teu baleg deui wae. omonomon,0,ah teu baleg deui wae omonomon,ah teu baleg deui wae omonomon
Investasi ke pemerintah sama halnya dengan mlminvestasi bodong,0,investasi ke pemerintah sama halnya dengan mlminvestasi bodong,investasi ke pemerintah sama halnya dengan mlminvestasi bodong
"Idih duit negara d hambur gk karuan tinggal naikin pajak lg , dasar",0,idih duit negara d hambur gk karuan tinggal naikin pajak lg  dasar,idih duit negara d hambur gk karuan tinggal naikin pajak lg dasar
"Indo indo dr tangan k tangan 1 akhirnya duit hbs d jln , susah banget ngurusin org indo dna korup udh kuat banget",0,indo indo dr tangan k tangan 1 akhirnya duit hbs d jln  susah banget ngurusin org indo dna korup udh kuat banget,indo indo dr tangan k tangan 1 akhirnya duit hbs d jln susah banget ngurusin org indo dna korup udh kuat banget
Coba dibongkar isi yayasan itu.,0,coba dibongkar isi yayasan itu,coba dibongkar isi yayasan itu
Pdhl sdh bnyk korban dr program pemerintah tp msh bnyk yg mau krj sama dng mereka,0,pdhl sdh bnyk korban dr program pemerintah tp msh bnyk yg mau krj sama dng mereka,pdhl sudah bnyk korban dr program pemerintah tp msh bnyk yang mau krj sama dng mereka
Aturan nomor 1 Jangan ambil proyek dari pemerintah. Gk ada aturan nomor 2.,0,aturan nomor 1 jangan ambil proyek dari pemerintah gk ada aturan nomor 2,aturan nomor 1 jangan ambil proyek dari pemerintah gk ada aturan nomor 2
ribet dan buang2 duit. di TK dan SD anakku 300rb350rb sudah makan siang spp bln. kalau pemerintah yg urus jadi ribet dan boros,0,ribet dan buang2 duit di tk dan sd anakku 300rb350rb sudah makan siang spp bln kalau pemerintah yg urus jadi ribet dan boros,ribet dan buang2 duit di tk dan sd anakku 300rb350rb sudah makan siang spp bln kalau pemerintah yang urus jadi ribet dan boros
Gak butuh makan gratis. Butuh sekolah gratis,0,gak butuh makan gratis butuh sekolah gratis,tidak butuh makan gratis butuh sekolah gratis
"Sepertinya sudah tidak bisa diselamatkan lagi, ingat setelah ini ada Koperasi Merah Putih.",0,sepertinya sudah tidak bisa diselamatkan lagi ingat setelah ini ada koperasi merah putih,sepertinya sudah tidak bisa diselamatkan lagi ingat setelah ini ada koperasi merah putih
"guys, beginilah cara seorang atau sekelompok oknum bekerja, yuk mari orang baik speak up dan jangan takut terhadap praktek2 seperti ini, pelaku bisnis masih memenuhi kewajibannya sementara si oknum dan kelompoknya tidak bisa bekerja praktek korupsi ini nyata, terstruktur dan menggunakan otoritasnya baik sebagai yayasan atau badan hukum tertentu dalam prakteknya, jangan menormalkan praktek seperti ini, hanya satu kata Lawan",0,guys beginilah cara seorang atau sekelompok oknum bekerja yuk mari orang baik speak up dan jangan takut terhadap praktek2 seperti ini pelaku bisnis masih memenuhi kewajibannya sementara si oknum dan kelompoknya tidak bisa bekerja praktek korupsi ini nyata terstruktur dan menggunakan otoritasnya baik sebagai yayasan atau badan hukum tertentu dalam prakteknya jangan menormalkan praktek seperti ini hanya satu kata lawan,guys beginilah cara seorang atau sekelompok oknum bekerja yuk mari orang baik speak up dan jangan takut terhadap praktek2 seperti ini pelaku bisnis masih memenuhi kewajibannya sementara si oknum dan kelompoknya tidak bisa bekerja praktek korupsi ini nyata terstruktur dan menggunakan otoritasnya baik sebagai yayasan atau badan hukum tertentu dalam prakteknya jangan menormalkan praktek seperti ini hanya satu kata lawan
Pertanyaan nya 1 yayasan apa dapat gaji dri bgn? pemerintah? 2 kenapa yayasan minta fee 2500?? Kebiasaan busuk udh dapet gaji masih cari cuan lagi,0,pertanyaan nya 1 yayasan apa dapat gaji dri bgn pemerintah 2 kenapa yayasan minta fee 2500 kebiasaan busuk udh dapet gaji masih cari cuan lagi,pertanyaan nya 1 yayasan apa dapat gaji dri bgn pemerintah 2 kenapa yayasan minta fee 2500 kebiasaan busuk udh dapet gaji masih cari cuan lagi
"terpujilah orang baik, dan terkutuklah orang jahat",0,terpujilah orang baik dan terkutuklah orang jahat,terpujilah orang baik dan terkutuklah orang jahat
"Salut sama pengacaranya, pro bono",0,salut sama pengacaranya pro bono,salut sama pengacaranya pro bono
udah banyak pengamat yg bilang bahwa program ini akan jadi ladang basah baru. mau naikin UMKM tp di jegal sama yayasan bodong yg ada ngehancurin UMKM.,0,udah banyak pengamat yg bilang bahwa program ini akan jadi ladang basah baru mau naikin umkm tp di jegal sama yayasan bodong yg ada ngehancurin umkm,udah banyak pengamat yang bilang bahwa program ini akan jadi ladang basah baru mau naikin umkm tp di jegal sama yayasan bodong yang ada ngehancurin umkm
PROBONO DAPET LAWYER KAYAK GINI? UNTUNG GEDE NIH KLIENNYA,0,probono dapet lawyer kayak gini untung gede nih kliennya,probono dapet lawyer kayak gini untung gede nih kliennya
sepertinya masyarakat jg udah paham klo program ini akan di korup oleh oknum,0,sepertinya masyarakat jg udah paham klo program ini akan di korup oleh oknum,sepertinya masyarakat jg udah paham klo program ini akan di korup oleh oknum
LAHAN BASAHH SEDAPNYEEEEEE,0,lahan basahh sedapnyeeeeee,lahan basahh sedapnyeeeeee
busuknya mendarah daging negara ini..,0,busuknya mendarah daging negara ini,busuknya mendarah daging negara ini
Udah buka aja nama yayasan dan pemilik dan pengurusnya,0,udah buka aja nama yayasan dan pemilik dan pengurusnya,udah buka aja nama yayasan dan pemilik dan pengurusnya
2500 fee nya oke 2.500 x 1juta porsi 2.500.000.000 Mayan buat jajan,0,2500 fee nya oke 2500 x 1juta porsi 2500000000 mayan buat jajan,2500 fee nya oke 2500 x 1juta porsi 2500000000 mayan buat jajan
"Program tidak masuk akal, tapi masuk di akal 58 rakyat",0,program tidak masuk akal tapi masuk di akal 58 rakyat,program tidak masuk akal tapi masuk di akal 58 rakyat
Pertanyaannya kenapa perlu yayasan 857,0,pertanyaannya kenapa perlu yayasan 857,pertanyaannya kenapa perlu yayasan 857
Yayasan ngabisin duit rakyat,0,yayasan ngabisin duit rakyat,yayasan ngabisin duit rakyat
